"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7730","test_login_admin","web.inicio","Sat May 30 19:34:47 UTC 2026","passed","Sat May 30 19:34:55 UTC 2026","","login_admin","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Paquetes:
1. Login y navegación a la solapa Paquetes.
2. Búsqueda con destino Buenos Aires.
3. Validación del estado inicial del botón Ver Tarifario.
4. Apertura del panel principal, sub-acordeón de habitaciones y validación de la tabla de tarifas.
5. Cierre del panel y validación del retorno al estado inicial.
6. Validación Independiente del botón de Descarga de archivo (y existencia del archivo en la carpeta de descargas).
7. Validación Independiente del modal ""Ver Detalle"".
","44528","test_tarifario_paquetes","web.tarifario","Sat May 30 19:39:12 UTC 2026","failed","Sat May 30 19:39:56 UTC 2026","","paquetes","",""
"","24831","test_crear_orden_cobro","bo","Sat May 30 19:32:03 UTC 2026","passed","Sat May 30 19:32:28 UTC 2026","","crear_oc","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Traslados:
1. Navegación y búsqueda con destino Buenos Aires.
2. Validación de estados del botón Ver/Cerrar Tarifario con capturas.
3. Validación de modal Proveedores (usando selector btn-download-word).
4. Validación de modal Detalle (idéntico a Hoteles).
5. Validación de Tooltips al final del flujo.
","31921","test_tarifario_traslados","web.tarifario","Sat May 30 19:41:35 UTC 2026","passed","Sat May 30 19:42:07 UTC 2026","","traslados","",""
"
Este caso de prueba cubre el flujo End-to-End (E2E) de la cotización de un circuito (Oferta):
1. Login silencioso y navegación a la pestaña de Ofertas.
2. Ingreso de fecha dinámica (hoy + 7 días) y cierre del calendario.
3. Uso de los selectores para parámetros de viaje y habitación.
4. Validación de la estructura HTML.
5. Avance a la pantalla final y validación visual de la tabla de cotizaciones.
","16611","test_ofertas","web.inicio","Sat May 30 19:35:10 UTC 2026","passed","Sat May 30 19:35:26 UTC 2026","","ofertas","",""
"","97853","test_crear_orden_pago","bo","Sat May 30 19:32:28 UTC 2026","failed","Sat May 30 19:34:06 UTC 2026","","crear_op","",""
"","40110","test_tarifario_ofertas","web.tarifario","Sat May 30 19:40:48 UTC 2026","failed","Sat May 30 19:41:28 UTC 2026","","t_ofertas","",""
"
Este caso de prueba valida el acceso principal al BackOffice (BO).
Es un flujo BLOQUEANTE ya que el resto de las pruebas E2E del BO dependen de una sesión válida.
1. Navegación a preprod.bo.amv.travel/login.
2. Inyección de credenciales seguras mediante GitHub Secrets.
3. Click en ingresar.
4. Validación de ingreso exitoso comprobando que la URL cambie a /main.
","2510","test_login_bo_noadmin","bo","Sat May 30 19:34:15 UTC 2026","passed","Sat May 30 19:34:18 UTC 2026","","login_noadmin","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Hoteles:
1. Login y navegación a la solapa Hoteles.
2. Búsqueda con destino Cachi.
3. Validación estática del Tag ""Hotel Recomendado"" (Antes de alterar el scroll).
4. Validación del estado inicial del botón Ver Tarifario.
5. Apertura del panel principal, sub-acordeón de habitaciones y validación de la tabla de tarifas.
6. Cierre del panel y validación del retorno al estado inicial.
7. Validación Independiente del modal ""Ver Proveedores"".
8. Validación Independiente del modal ""Ver Detalle"".
","37022","test_tarifario_hoteles","web.tarifario","Sat May 30 19:40:04 UTC 2026","passed","Sat May 30 19:40:41 UTC 2026","","t_hoteles","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Cenashow:
1. Navegación y búsqueda con destino Cachi.
2. Validación de estados del botón Ver/Cerrar Tarifario con capturas.
3. Validación de modal Proveedores (usando selector btn-download-word).
4. Validación de modal Detalle (idéntico a Hoteles).
5. Validación de Tooltips al final del flujo.
","29913","test_tarifario_cenashow","web.tarifario","Sat May 30 19:37:20 UTC 2026","passed","Sat May 30 19:37:50 UTC 2026","","cenashow","",""
